health_zone,province,horizon,was_active_before,p_case_invasion,p_case_lo,p_case_hi,p_median,rank_med,rank_lo,rank_hi,mu_forecast,rr_nat,rr_nat_rank,rr01_nat,rr_ituri,rr_ituri_rank,rr_nordkivu,rr_nordkivu_rank,rr_hautuele,rr_hautuele_rank,V,priority,priority_rank,surveillance_gap,healthcare_gap,access_gap,social_vulnerability,healthcare_travel_min,method
Uvira,Sud-Kivu,2,FALSE,0.0295,0.023,0.0371,0.0292,53,53,53,0.03,1.5293,53,0.0358,NA,NA,NA,NA,NA,NA,0.5502,0.0729,32,0.2181,0.9846,0,0.9981,0,Bayes-M10-med
Isangi,Tshopo,2,FALSE,0.0291,0.0226,0.0366,0.0288,54,54,54,0.0295,1.5069,54,0.0353,NA,NA,NA,NA,NA,NA,0.3837,0.0501,42,0.4054,0.4073,0,0.722,0,Bayes-M10-med
Binza Meteo,Kinshasa,2,FALSE,0.0267,0.0207,0.0335,0.0264,55,55,55,0.027,1.3808,55,0.0324,NA,NA,NA,NA,NA,NA,0.2558,0.0306,57,0.0965,0.8996,0,0.027,0,Bayes-M10-med
Birambizo,Nord-Kivu,2,FALSE,0.026,0.0202,0.0326,0.0257,56,56,58,0.0263,1.3438,56,0.0315,NA,NA,0.2666,15,NA,NA,0.3625,0.0423,48,0.4035,0.89,0,0.1564,0,Bayes-M10-med
Kikimi,Kinshasa,2,FALSE,0.0259,0.0201,0.0325,0.0256,57,56,57,0.0262,1.3392,57,0.0314,NA,NA,NA,NA,NA,NA,0.0835,0.0097,106,0.056,0.1911,0,0.0869,0,Bayes-M10-med
Matete,Kinshasa,2,FALSE,0.0257,0.0199,0.0322,0.0254,58,57,58,0.026,1.3278,58,0.0311,NA,NA,NA,NA,NA,NA,0.0492,0.0057,140,0.0251,0.1158,0,0.056,0,Bayes-M10-med
Barumbu,Kinshasa,2,FALSE,0.0255,0.0198,0.0321,0.0253,59,59,59,0.0259,1.3211,59,0.031,NA,NA,NA,NA,NA,NA,0.014,0.0016,303,0.0097,0.0232,0,0.0232,0,Bayes-M10-med
Kalehe,Sud-Kivu,2,FALSE,0.0249,0.0194,0.0314,0.0247,60,60,60,0.0252,1.2891,60,0.0302,NA,NA,NA,NA,NA,NA,0.3369,0.0377,51,0.3417,0.8649,0,0.1409,0,Bayes-M10-med
Ruzizi,Sud-Kivu,2,FALSE,0.0246,0.0191,0.031,0.0244,61,61,61,0.0249,1.2735,61,0.0299,NA,NA,NA,NA,NA,NA,0.5627,0.0622,38,0.3494,0.9093,0,0.9923,0,Bayes-M10-med
Walungu,Sud-Kivu,2,FALSE,0.0243,0.0189,0.0306,0.0241,62,62,62,0.0246,1.2542,62,0.0294,NA,NA,NA,NA,NA,NA,0.3248,0.0354,52,0.1853,0.8803,0,0.2336,0,Bayes-M10-med
Walikale,Nord-Kivu,2,FALSE,0.0221,0.0172,0.0278,0.0219,63,63,63,0.0223,1.1405,63,0.0268,NA,NA,0.2262,16,NA,NA,0.5729,0.0568,40,0.9459,0.9286,0,0.417,0,Bayes-M10-med
Mont Ngafula 1,Kinshasa,2,FALSE,0.022,0.0171,0.0277,0.0218,64,64,64,0.0222,1.1353,64,0.0267,NA,NA,NA,NA,NA,NA,0.2066,0.0204,71,0.1371,0.6313,0,0.0579,0,Bayes-M10-med
Selembao,Kinshasa,2,FALSE,0.0215,0.0167,0.027,0.0213,65,65,66,0.0217,1.1099,65,0.0261,NA,NA,NA,NA,NA,NA,0.0676,0.0065,132,0.0444,0.1815,0,0.0444,0,Bayes-M10-med
Mont Ngafula 2,Kinshasa,2,FALSE,0.0214,0.0167,0.027,0.0213,66,65,66,0.0217,1.1066,66,0.026,NA,NA,NA,NA,NA,NA,0.0951,0.0091,109,0.0849,0.2568,0,0.0386,0,Bayes-M10-med
Ndjili,Kinshasa,2,FALSE,0.0211,0.0164,0.0265,0.0209,67,67,67,0.0213,1.0885,67,0.0256,NA,NA,NA,NA,NA,NA,0.0487,0.0046,159,0.027,0.1042,0,0.0637,0,Bayes-M10-med
Kingabwa,Kinshasa,2,FALSE,0.0207,0.0161,0.0261,0.0205,68,68,71,0.0209,1.0695,68,0.0251,NA,NA,NA,NA,NA,NA,0.0478,0.0044,166,0.0425,0.0965,0,0.0521,0,Bayes-M10-med
Ngiri Ngiri,Kinshasa,2,FALSE,0.0207,0.0161,0.026,0.0205,70,68,71,0.0209,1.0664,70,0.0251,NA,NA,NA,NA,NA,NA,0.028,0.0026,240,0.0154,0.0676,0,0.029,0,Bayes-M10-med
Bagira,Sud-Kivu,2,FALSE,0.0207,0.0161,0.026,0.0205,70,68,72,0.0209,1.0657,71,0.0251,NA,NA,NA,NA,NA,NA,0.236,0.0219,67,0.1004,0.6371,0,0.2066,0,Bayes-M10-med
Nyantende,Sud-Kivu,2,FALSE,0.0207,0.0161,0.0261,0.0205,69,69,71,0.0209,1.0682,69,0.0251,NA,NA,NA,NA,NA,NA,0.3219,0.0299,58,0.1486,0.8938,0,0.2452,0,Bayes-M10-med
Police,Kinshasa,2,FALSE,0.0204,0.0158,0.0256,0.0202,72,71,73,0.0206,1.0509,72,0.0247,NA,NA,NA,NA,NA,NA,0.0478,0.0044,170,0.0463,0.0772,0,0.0676,0,Bayes-M10-med
Lubutu,Maniema,2,FALSE,0.0203,0.0158,0.0255,0.0201,73,73,73,0.0205,1.0469,73,0.0246,NA,NA,NA,NA,NA,NA,0.4706,0.0429,47,0.8205,0.2819,0,0.7799,0,Bayes-M10-med
Nyemba,Tanganyika,2,FALSE,0.0199,0.0154,0.025,0.0197,74,74,75,0.0201,1.0259,74,0.0241,NA,NA,NA,NA,NA,NA,0.3456,0.0309,56,0.5965,0.4556,0,0.3301,0,Bayes-M10-med
Fizi,Sud-Kivu,2,FALSE,0.0185,0.0143,0.0234,0.0183,75,75,76,0.0187,0.9545,75,0.0225,NA,NA,NA,NA,NA,NA,0.5637,0.0469,45,0.7432,0.9691,0,0.5425,0,Bayes-M10-med
Titule,Bas-Uele,2,FALSE,0.0181,0.013,0.0241,0.0177,76,72,83,0.0182,0.9317,76,0.0219,NA,NA,NA,NA,NA,NA,0.6839,0.0555,41,0.9865,0.8263,0,0.9228,0,Bayes-M10-med
Yabaondo,Tshopo,2,FALSE,0.0166,0.0129,0.0209,0.0164,77,76,77,0.0167,0.8523,77,0.0201,NA,NA,NA,NA,NA,NA,0.3523,0.0262,60,0.4363,0.305,0,0.668,0,Bayes-M10-med
Lemera,Sud-Kivu,2,FALSE,0.0163,0.0127,0.0206,0.0162,78,77,78,0.0165,0.8402,78,0.0198,NA,NA,NA,NA,NA,NA,0.5613,0.0411,49,0.3629,0.9015,0,0.9807,0,Bayes-M10-med
Kingasani,Kinshasa,2,FALSE,0.016,0.0125,0.0201,0.0158,80,77,81,0.0161,0.8232,79,0.0194,NA,NA,NA,NA,NA,NA,0.0294,0.0021,264,0.0058,0.0405,0,0.0714,0,Bayes-M10-med
Maluku 1,Kinshasa,2,FALSE,0.016,0.0124,0.0201,0.0158,79,79,80,0.0161,0.8229,80,0.0194,NA,NA,NA,NA,NA,NA,0.2321,0.0167,78,0.3475,0.4517,0,0.1293,0,Bayes-M10-med
Pinga,Nord-Kivu,2,FALSE,0.0158,0.0123,0.0199,0.0157,81,80,81,0.016,0.8146,81,0.0192,NA,NA,0.1616,17,NA,NA,0.57,0.0405,50,0.9595,0.7548,0,0.5656,0,Bayes-M10-med
Mubumbano,Sud-Kivu,2,FALSE,0.0158,0.0122,0.0198,0.0156,82,81,82,0.0159,0.8107,82,0.0191,NA,NA,NA,NA,NA,NA,0.3658,0.0259,61,0.2683,0.9402,0,0.2548,0,Bayes-M10-med
Nyangezi,Sud-Kivu,2,FALSE,0.0149,0.0116,0.0188,0.0148,83,82,83,0.015,0.7681,83,0.0181,NA,NA,NA,NA,NA,NA,0.36870000000000003,0.0247,65,0.222,0.8842,0,0.36870000000000003,0,Bayes-M10-med
Ubundu,Tshopo,2,FALSE,0.0145,0.0113,0.0184,0.0144,84,84,84,0.0146,0.7479,84,0.0176,NA,NA,NA,NA,NA,NA,0.4744,0.031,55,0.9054,0.4305,0,0.5618,0,Bayes-M10-med
Basoko,Tshopo,2,FALSE,0.0137,0.0106,0.0172,0.0135,85,85,85,0.0137,0.7019,85,0.0166,NA,NA,NA,NA,NA,NA,0.3012,0.0185,76,0.5077,0.3147,0,0.3822,0,Bayes-M10-med
Kindu,Maniema,2,FALSE,0.0128,0.0099,0.0162,0.0127,86,86,87,0.0129,0.6583,87,0.0155,NA,NA,NA,NA,NA,NA,0.3181,0.0183,77,0.1351,0.2529,0,0.8842,0,Bayes-M10-med
Mwana,Sud-Kivu,2,FALSE,0.0128,0.0099,0.0162,0.0127,87,86,87,0.0129,0.6583,86,0.0155,NA,NA,NA,NA,NA,NA,0.3731,0.0215,69,0.2896,0.9035,0,0.2992,0,Bayes-M10-med
Kaniola,Sud-Kivu,2,FALSE,0.0126,0.0098,0.0159,0.0125,88,88,88,0.0127,0.6464,88,0.0153,NA,NA,NA,NA,NA,NA,0.4513,0.0255,63,0.5328,0.9305,0,0.3417,0,Bayes-M10-med
Bunyakiri,Sud-Kivu,2,FALSE,0.0122,0.0095,0.0154,0.0121,89,89,89,0.0123,0.6272,89,0.0148,NA,NA,NA,NA,NA,NA,0.4517,0.0248,64,0.6197,0.832,0,0.3552,0,Bayes-M10-med
Lubumbashi,Haut-Katanga,2,FALSE,0.012,0.0094,0.0152,0.0119,90,90,90,0.0121,0.6188,90,0.0146,NA,NA,NA,NA,NA,NA,0.1105,0.006,135,0.1081,0.2104,0,0.1236,0,Bayes-M10-med
Yaleko,Tshopo,2,FALSE,0.0112,0.0087,0.0142,0.0111,91,91,91,0.0113,0.5751,91,0.0136,NA,NA,NA,NA,NA,NA,0.402,0.0202,72,0.639,0.2452,0,0.7239,0,Bayes-M10-med
Kalemie,Tanganyika,2,FALSE,0.011,0.0085,0.0139,0.0109,92,92,94,0.0111,0.5646,92,0.0133,NA,NA,NA,NA,NA,NA,0.3789,0.0187,75,0.6718,0.4575,0,0.3861,0,Bayes-M10-med
Doruma,Haut-Uele,2,FALSE,0.0107,0.0081,0.0137,0.0105,95,93,96,0.0107,0.5472,95,0.0129,NA,NA,NA,NA,0.0542,7,0.6216,0.0297,59,0.973,0.5135,0,1,0,Bayes-M10-med
Makala,Kinshasa,2,FALSE,0.0107,0.0083,0.0134,0.0106,94,93,96,0.0107,0.5476,94,0.0129,NA,NA,NA,NA,NA,NA,0.0246,0.0012,348,0.0116,0.0386,0,0.0483,0,Bayes-M10-med
Kasongo,Maniema,2,FALSE,0.0107,0.0083,0.0135,0.0106,94,93,95,0.0108,0.5498,93,0.013,NA,NA,NA,NA,NA,NA,0.5304,0.0255,62,0.4459,0.7529,0,0.9228,0,Bayes-M10-med
Opienge,Tshopo,2,FALSE,0.0106,0.008,0.0137,0.0105,96,92,97,0.0107,0.5453,96,0.0129,NA,NA,NA,NA,NA,NA,0.4445,0.0212,70,0.9556,0.0135,0,0.8089,0,Bayes-M10-med
Kalamu 2,Kinshasa,2,FALSE,0.0104,0.0081,0.0131,0.0103,97,95,97,0.0105,0.535,97,0.0126,NA,NA,NA,NA,NA,NA,0.015,7e-4,405,0.0039,0.0154,0,0.0405,0,Bayes-M10-med
Kibua,Nord-Kivu,2,FALSE,0.0083,0.0064,0.0105,0.0082,98,98,99,0.0084,0.4263,98,0.0101,NA,NA,0.0846,18,NA,NA,0.5154,0.0192,74,0.7741,0.6602,0,0.6274,0,Bayes-M10-med
Nundu,Sud-Kivu,2,FALSE,0.0082,0.0063,0.0103,0.0081,99,99,100,0.0082,0.4185,99,0.0099,NA,NA,NA,NA,NA,NA,0.5927,0.0217,68,0.527,0.8494,0,0.9942,0,Bayes-M10-med
Lisala,Mongala,2,FALSE,0.0078,0.0061,0.0099,0.0078,100,100,101,0.0079,0.4019,100,0.0095,NA,NA,NA,NA,NA,NA,0.4093,0.0144,84,0.4286,0.4402,0,0.7683,0,Bayes-M10-med
Kunda,Maniema,2,FALSE,0.0076,0.0059,0.0096,0.0075,102,101,102,0.0076,0.3901,101,0.0092,NA,NA,NA,NA,NA,NA,0.4165,0.0142,87,0.4633,0.2799,0,0.9228,0,Bayes-M10-med
Kalonge,Sud-Kivu,2,FALSE,0.0076,0.0059,0.0096,0.0075,102,101,103,0.0076,0.3901,102,0.0092,NA,NA,NA,NA,NA,NA,0.404,0.0138,89,0.4961,0.8359,0,0.2838,0,Bayes-M10-med
Aketi,Bas-Uele,2,FALSE,0.0072,0.0051,0.0097,0.0071,103,98,124,0.0073,0.3706,103,0.0088,NA,NA,NA,NA,NA,NA,0.6762,0.0219,66,0.9903,0.9363,0,0.778,0,Bayes-M10-med
Manika,Lualaba,2,FALSE,0.007,0.0055,0.0089,0.007,104,103,104,0.0071,0.3604,104,0.0085,NA,NA,NA,NA,NA,NA,0.1149,0.0036,192,0.0946,0.222,0,0.1429,0,Bayes-M10-med
Djolu,Tshuapa,2,FALSE,0.007,0.0054,0.0088,0.0069,105,104,106,0.007,0.3563,105,0.0084,NA,NA,NA,NA,NA,NA,0.5256,0.0164,80,0.7104,0.5985,0,0.7934,0,Bayes-M10-med
Mumbunda,Haut-Katanga,2,FALSE,0.0069,0.0054,0.0087,0.0069,106,104,106,0.007,0.3559,106,0.0084,NA,NA,NA,NA,NA,NA,0.1853,0.0058,137,0.1197,0.5077,0,0.1139,0,Bayes-M10-med
Yahuma,Tshopo,2,FALSE,0.0067,0.0052,0.0085,0.0067,107,106,107,0.0067,0.3446,107,0.0082,NA,NA,NA,NA,NA,NA,0.4402,0.0133,91,0.8649,0.332,0,0.5637,0,Bayes-M10-med
Saramabila,Maniema,2,FALSE,0.0066,0.0051,0.0083,0.0065,108,107,108,0.0066,0.3381,108,0.008,NA,NA,NA,NA,NA,NA,0.4768,0.0141,88,0.473,0.5502,0,0.8842,0,Bayes-M10-med
Yamaluka,Mongala,2,FALSE,0.0065,0.005,0.0082,0.0064,109,108,109,0.0065,0.3321,109,0.0079,NA,NA,NA,NA,NA,NA,0.1974,0.0057,139,0.2799,0.1448,0,0.3649,0,Bayes-M10-med
Kongolo,Tanganyika,2,FALSE,0.0064,0.005,0.0081,0.0064,110,109,110,0.0065,0.3296,110,0.0078,NA,NA,NA,NA,NA,NA,0.6829,0.0197,73,0.8861,0.9228,0,0.9228,0,Bayes-M10-med
Kabinda,Lomami,2,FALSE,0.0062,0.0048,0.0078,0.0061,111,110,111,0.0062,0.3176,111,0.0075,NA,NA,NA,NA,NA,NA,0.4382,0.0122,96,0.5097,0.5541,0,0.6892,0,Bayes-M10-med
Kisenso,Kinshasa,2,FALSE,0.0061,0.0047,0.0076,0.006,113,112,114,0.0061,0.3107,113,0.0074,NA,NA,NA,NA,NA,NA,0.0589,0.0016,305,0.0367,0.139,0,0.0598,0,Bayes-M10-med
Itebero,Nord-Kivu,2,FALSE,0.0061,0.0048,0.0077,0.0061,112,111,112,0.0062,0.3141,112,0.0074,NA,NA,0.0623,19,NA,NA,0.5574,0.0153,82,0.9112,0.722,0,0.5965,0,Bayes-M10-med
Kaziba,Sud-Kivu,2,FALSE,0.0061,0.0047,0.0077,0.006,114,113,114,0.0061,0.3104,114,0.0074,NA,NA,NA,NA,NA,NA,0.3571,0.0097,105,0.2876,0.7838,0,0.3571,0,Bayes-M10-med
Yahisuli,Tshopo,2,FALSE,0.006,0.0046,0.0075,0.0059,115,115,116,0.006,0.3056,115,0.0072,NA,NA,NA,NA,NA,NA,0.3521,0.0094,108,0.3842,0.0714,0,0.9527,0,Bayes-M10-med
Kipushi,Haut-Katanga,2,FALSE,0.0059,0.0046,0.0075,0.0059,118,115,119,0.0059,0.3028,118,0.0072,NA,NA,NA,NA,NA,NA,0.1216,0.0032,211,0.2703,0.1081,0,0.1081,0,Bayes-M10-med
Tshamilemba,Haut-Katanga,2,FALSE,0.0059,0.0046,0.0074,0.0058,119,117,120,0.0059,0.3021,119,0.0072,NA,NA,NA,NA,NA,NA,0.0772,0.002,269,0.0656,0.1255,0,0.1178,0,Bayes-M10-med
Biyela,Kinshasa,2,FALSE,0.0059,0.0046,0.0075,0.0059,116,116,118,0.0059,0.3036,117,0.0072,NA,NA,NA,NA,NA,NA,0.1076,0.0029,225,0.0637,0.2838,0,0.083,0,Bayes-M10-med
Kitutu,Sud-Kivu,2,FALSE,0.0059,0.0046,0.0074,0.0058,120,118,120,0.0059,0.3011,120,0.0071,NA,NA,NA,NA,NA,NA,0.5024,0.0133,92,0.751,0.805,0,0.4537,0,Bayes-M10-med
Shabunda,Sud-Kivu,2,FALSE,0.0059,0.0046,0.0075,0.0059,117,115,118,0.0059,0.3037,116,0.0072,NA,NA,NA,NA,NA,NA,0.5922,0.0158,81,0.8378,0.8726,0,0.6583,0,Bayes-M10-med
Kimbanseke,Kinshasa,2,FALSE,0.0058,0.0045,0.0073,0.0058,121,120,122,0.0058,0.2983,121,0.0071,NA,NA,NA,NA,NA,NA,0.0526,0.0014,330,0.0521,0.0849,0,0.0734,0,Bayes-M10-med
Kimbi Lulenge,Sud-Kivu,2,FALSE,0.0058,0.0045,0.0073,0.0057,122,121,122,0.0058,0.2962,122,0.007,NA,NA,NA,NA,NA,NA,0.5507,0.0143,86,0.8475,0.8687,0,0.4865,0,Bayes-M10-med
Mbandaka,Equateur,2,FALSE,0.0056,0.0044,0.0071,0.0056,124,123,125,0.0057,0.289,124,0.0068,NA,NA,NA,NA,NA,NA,0.5164,0.0131,94,0.6409,0.9633,0,0.4614,0,Bayes-M10-med
Maluku 2,Kinshasa,2,FALSE,0.0056,0.0044,0.0071,0.0056,123,123,125,0.0057,0.2892,123,0.0069,NA,NA,NA,NA,NA,NA,0.4184,0.0106,100,0.6834,0.5463,0,0.444,0,Bayes-M10-med
Bumbu,Kinshasa,2,FALSE,0.0055,0.0043,0.007,0.0055,125,124,126,0.0056,0.284,125,0.0067,NA,NA,NA,NA,NA,NA,0.0164,4e-4,431,0.0019,0.029,0,0.0347,0,Bayes-M10-med
Lolo,Mongala,2,FALSE,0.0055,0.0041,0.007,0.0054,126,121,133,0.0055,0.28,126,0.0066,NA,NA,NA,NA,NA,NA,0.3161,0.0078,120,0.4073,0.3263,0,0.5309,0,Bayes-M10-med
Bonzola,Kasaï-Oriental,2,FALSE,0.0054,0.0042,0.0068,0.0054,127,127,128,0.0054,0.2769,128,0.0066,NA,NA,NA,NA,NA,NA,0.2958,0.0072,124,0.0927,0.7934,0,0.2973,0,Bayes-M10-med
Ngaba,Kinshasa,2,FALSE,0.0054,0.0042,0.0068,0.0054,127,126,129,0.0054,0.2775,127,0.0066,NA,NA,NA,NA,NA,NA,0.014,3e-4,439,0,0.0058,0,0.0502,0,Bayes-M10-med
Mwenga,Sud-Kivu,2,FALSE,0.0054,0.0042,0.0068,0.0053,128,127,129,0.0054,0.2767,129,0.0066,NA,NA,NA,NA,NA,NA,0.319,0.0077,121,0.5,0.3552,0,0.4208,0,Bayes-M10-med
Kalole,Sud-Kivu,2,FALSE,0.0053,0.0041,0.0067,0.0053,130,129,130,0.0054,0.2735,130,0.0065,NA,NA,NA,NA,NA,NA,0.6038,0.0145,83,0.89,0.7799,0,0.7452,0,Bayes-M10-med
Opala,Tshopo,2,FALSE,0.0052,0.004,0.0066,0.0051,131,130,131,0.0052,0.2659,131,0.0063,NA,NA,NA,NA,NA,NA,0.4269,0.01,102,0.7819,0.0792,0,0.8465,0,Bayes-M10-med
Kamituga,Sud-Kivu,2,FALSE,0.0051,0.004,0.0065,0.0051,132,131,132,0.0051,0.2625,132,0.0062,NA,NA,NA,NA,NA,NA,0.3596,0.0083,114,0.3938,0.6062,0,0.4382,0,Bayes-M10-med
Mulungu,Sud-Kivu,2,FALSE,0.0051,0.004,0.0065,0.0051,133,132,133,0.0051,0.2615,133,0.0062,NA,NA,NA,NA,NA,NA,0.5208,0.0119,97,0.861,0.5193,0,0.7027,0,Bayes-M10-med
Mbulula,Tanganyika,2,FALSE,0.005,0.0039,0.0063,0.005,134,134,134,0.005,0.2569,134,0.0061,NA,NA,NA,NA,NA,NA,0.5934,0.0134,90,0.6448,0.7761,0,0.9527,0,Bayes-M10-med
Yambuku,Mongala,2,FALSE,0.0047,0.0036,0.0059,0.0046,136,135,137,0.0047,0.2389,136,0.0057,NA,NA,NA,NA,NA,NA,0.4344,0.0091,110,0.5483,0.5753,0,0.6139,0,Bayes-M10-med
Kabalo,Tanganyika,2,FALSE,0.0047,0.0036,0.006,0.0047,135,135,137,0.0047,0.2413,135,0.0057,NA,NA,NA,NA,NA,NA,0.624,0.0132,93,0.9035,0.7568,0,0.8359,0,Bayes-M10-med
Kalima,Maniema,2,FALSE,0.0046,0.0036,0.0058,0.0046,137,136,138,0.0046,0.2352,137,0.0056,NA,NA,NA,NA,NA,NA,0.3094,0.0064,133,0.4595,0.3205,0,0.4575,0,Bayes-M10-med
Ango,Bas-Uele,2,FALSE,0.0045,0.0034,0.0058,0.0044,140,136,142,0.0045,0.2303,140,0.0055,NA,NA,NA,NA,NA,NA,0.7095,0.0143,85,1,0.8591,0,0.9788,0,Bayes-M10-med
Kampene,Maniema,2,FALSE,0.0045,0.0035,0.0057,0.0045,139,138,140,0.0045,0.2307,139,0.0055,NA,NA,NA,NA,NA,NA,0.3962,0.008,119,0.5251,0.1757,0,0.8842,0,Bayes-M10-med
Punia,Maniema,2,FALSE,0.0045,0.0035,0.0057,0.0045,138,138,140,0.0045,0.2307,138,0.0055,NA,NA,NA,NA,NA,NA,0.3731,0.0076,122,0.7625,0.1969,0,0.5328,0,Bayes-M10-med
Nyunzu,Tanganyika,2,FALSE,0.0043,0.0033,0.0054,0.0042,141,140,141,0.0043,0.2183,141,0.0052,NA,NA,NA,NA,NA,NA,0.6023,0.0115,99,0.9653,0.834,0,0.61,0,Bayes-M10-med
Kasansa,Kasaï-Oriental,2,FALSE,0.0042,0.0033,0.0053,0.0042,142,141,143,0.0042,0.2154,142,0.0051,NA,NA,NA,NA,NA,NA,0.3349,0.0063,134,0.2568,0.6699,0,0.4131,0,Bayes-M10-med
Kananga,Kasaï-Central,2,FALSE,0.0041,0.0031,0.0051,0.004,144,143,144,0.0041,0.2079,144,0.0049,NA,NA,NA,NA,NA,NA,0.2963,0.0054,144,0.1429,0.5579,0,0.4846,0,Bayes-M10-med
Bumba,Mongala,2,FALSE,0.0041,0.0031,0.0052,0.0041,143,142,145,0.0041,0.2099,143,0.005,NA,NA,NA,NA,NA,NA,0.2384,0.0044,169,0.1409,0.4537,0,0.3591,0,Bayes-M10-med
Mulumba,Lomami,2,FALSE,0.004,0.0031,0.005,0.004,145,144,146,0.004,0.2044,145,0.0048,NA,NA,NA,NA,NA,NA,0.2587,0.0046,157,0.1834,0.3108,0,0.5405,0,Bayes-M10-med
Nzaba,Kasaï-Oriental,2,FALSE,0.0039,0.003,0.0049,0.0038,147,147,148,0.0039,0.1972,147,0.0047,NA,NA,NA,NA,NA,NA,0.278,0.0048,153,0.1042,0.6931,0,0.3147,0,Bayes-M10-med
Lodja,Sankuru,2,FALSE,0.0039,0.003,0.005,0.0039,146,146,147,0.0039,0.201,146,0.0048,NA,NA,NA,NA,NA,NA,0.4626,0.0082,115,0.2625,0.6351,0,0.9527,0,Bayes-M10-med
Bondo,Bas-Uele,2,FALSE,0.0038,0.0029,0.0049,0.0038,148,145,153,0.0039,0.1969,148,0.0047,NA,NA,NA,NA,NA,NA,0.6737,0.0116,98,0.9961,0.9981,0,0.7008,0,Bayes-M10-med
Lusangi,Maniema,2,FALSE,0.0038,0.003,0.0049,0.0038,149,148,149,0.0038,0.1965,149,0.0047,NA,NA,NA,NA,NA,NA,0.4223,0.0073,123,0.5656,0.2645,0,0.8591,0,Bayes-M10-med
Lulingu,Sud-Kivu,2,FALSE,0.0038,0.003,0.0048,0.0038,150,149,150,0.0038,0.1955,150,0.0046,NA,NA,NA,NA,NA,NA,0.6158,0.0106,101,0.9093,0.8108,0,0.7432,0,Bayes-M10-med
Lingomo,Tshuapa,2,FALSE,0.0038,0.0029,0.0048,0.0038,151,150,152,0.0038,0.1939,151,0.0046,NA,NA,NA,NA,NA,NA,0.5627,0.0096,107,0.8263,0.5869,0,0.8378,0,Bayes-M10-med
Manono,Tanganyika,2,FALSE,0.0038,0.0029,0.0048,0.0037,152,151,152,0.0038,0.1933,152,0.0046,NA,NA,NA,NA,NA,NA,0.5758,0.0098,104,0.8784,0.9537,0,0.471,0,Bayes-M10-med
Tshilenge,Kasaï-Oriental,2,FALSE,0.0037,0.0028,0.0047,0.0036,153,152,153,0.0037,0.1886,153,0.0045,NA,NA,NA,NA,NA,NA,0.2799,0.0046,158,0.1892,0.668,0,0.2625,0,Bayes-M10-med
Kailo,Maniema,2,FALSE,0.0036,0.0028,0.0045,0.0035,155,155,155,0.0036,0.1835,155,0.0044,NA,NA,NA,NA,NA,NA,0.4276,0.0069,127,0.832,0.0946,0,0.7838,0,Bayes-M10-med
Samba,Maniema,2,FALSE,0.0036,0.0028,0.0045,0.0036,154,154,154,0.0036,0.1841,154,0.0044,NA,NA,NA,NA,NA,NA,0.5179,0.0084,112,0.7529,0.4344,0,0.8842,0,Bayes-M10-med
Haut Plateau,Sud-Kivu,2,FALSE,0.0036,0.0028,0.0045,0.0035,156,155,156,0.0036,0.1822,156,0.0043,NA,NA,NA,NA,NA,NA,0.5246,0.0084,111,0.5714,0.5444,0,0.9826,0,Bayes-M10-med
Minembwe,Sud-Kivu,2,FALSE,0.0035,0.0027,0.0044,0.0034,158,158,158,0.0035,0.1769,158,0.0042,NA,NA,NA,NA,NA,NA,0.5198,0.0081,117,0.7181,0.8089,0,0.5521,0,Bayes-M10-med
Moba,Tanganyika,2,FALSE,0.0035,0.0027,0.0044,0.0034,157,157,157,0.0035,0.1774,157,0.0042,NA,NA,NA,NA,NA,NA,0.3808,0.0059,136,0.6178,0.4942,0,0.4112,0,Bayes-M10-med
Kabongo,Haut-Lomami,2,FALSE,0.0034,0.0026,0.0042,0.0033,161,161,161,0.0034,0.1716,161,0.0041,NA,NA,NA,NA,NA,NA,0.5372,0.0081,116,0.8108,0.778,0,0.5598,0,Bayes-M10-med
Luputa,Lomami,2,FALSE,0.0034,0.0026,0.0042,0.0033,160,159,160,0.0034,0.1718,160,0.0041,NA,NA,NA,NA,NA,NA,0.3431,0.0052,146,0.3301,0.3166,0,0.7259,0,Bayes-M10-med
Mweneditu,Lomami,2,FALSE,0.0034,0.0026,0.0042,0.0033,159,159,160,0.0034,0.1718,159,0.0041,NA,NA,NA,NA,NA,NA,0.2799,0.0042,175,0.166,0.3842,0,0.5695,0,Bayes-M10-med
Ikela,Tshuapa,2,FALSE,0.0033,0.0025,0.0041,0.0032,162,162,162,0.0033,0.1676,162,0.004,NA,NA,NA,NA,NA,NA,0.4633,0.0068,128,0.8147,0.1795,0,0.8591,0,Bayes-M10-med
Yalimbongo,Tshopo,2,FALSE,0.0032,0.0024,0.004,0.0031,163,163,163,0.0032,0.1615,163,0.0038,NA,NA,NA,NA,NA,NA,0.3214,0.0046,162,0.5772,0.0483,0,0.6602,0,Bayes-M10-med
Lubao,Lomami,2,FALSE,0.0031,0.0024,0.0039,0.003,164,164,164,0.0031,0.1574,164,0.0037,NA,NA,NA,NA,NA,NA,0.3982,0.0055,142,0.6486,0.1525,0,0.7915,0,Bayes-M10-med
Kabeya Kamwanga,Kasaï-Oriental,2,FALSE,0.003,0.0023,0.0037,0.0029,165,165,165,0.003,0.1517,165,0.0036,NA,NA,NA,NA,NA,NA,0.2968,0.004,183,0.3224,0.3919,0,0.473,0,Bayes-M10-med
