health_zone,province,horizon,was_active_before,p_case_invasion,p_case_lo,p_case_hi,p_median,rank_med,rank_lo,rank_hi,mu_forecast,rr_nat,rr_nat_rank,rr01_nat,rr_ituri,rr_ituri_rank,rr_nordkivu,rr_nordkivu_rank,rr_hautuele,rr_hautuele_rank,V,priority,priority_rank,surveillance_gap,healthcare_gap,access_gap,social_vulnerability,healthcare_travel_min,method
Bokungu,Tshuapa,1,FALSE,9e-4,7e-4,0.0011,9e-4,220,220,220,9e-4,0.0939,220,0.0016,NA,NA,NA,NA,NA,NA,0.49370000000000003,0.0028,177,0.695,0.3571,0,0.9228,0,Bayes-M10-med
Yalifafu,Tshuapa,1,FALSE,9e-4,7e-4,0.0012,9e-4,219,218,219,9e-4,0.0949,219,0.0016,NA,NA,NA,NA,NA,NA,0.4797,0.0028,179,0.7664,0.2683,0,0.8842,0,Bayes-M10-med
Kiambi,Tanganyika,1,FALSE,9e-4,7e-4,0.0012,9e-4,217,216,217,9e-4,0.0969,217,0.0016,NA,NA,NA,NA,NA,NA,0.5709,0.0034,151,0.9807,0.6834,0,0.6197,0,Bayes-M10-med
Kalonda Ouest,Kasaï,1,FALSE,8e-4,6e-4,0.001,8e-4,239,239,239,8e-4,0.0813,239,0.0013,NA,NA,NA,NA,NA,NA,0.2239,0.0011,301,0.2915,0.251,0,0.3533,0,Bayes-M10-med
Dibaya,Kasaï-Central,1,FALSE,8e-4,6e-4,0.001,8e-4,232,232,233,8e-4,0.0844,232,0.0014,NA,NA,NA,NA,NA,NA,0.3325,0.0017,249,0.3147,0.4479,0,0.5676,0,Bayes-M10-med
Ndekesha,Kasaï-Central,1,FALSE,8e-4,6e-4,0.001,8e-4,242,242,243,8e-4,0.0784,242,0.0013,NA,NA,NA,NA,NA,NA,0.4059,0.002,227,0.4768,0.4498,0,0.6969,0,Bayes-M10-med
Tshikaji,Kasaï-Central,1,FALSE,8e-4,6e-4,0.001,8e-4,230,230,230,8e-4,0.0851,230,0.0014,NA,NA,NA,NA,NA,NA,0.3195,0.0017,252,0.1873,0.5849,0,0.5058,0,Bayes-M10-med
Mukumbi,Kasaï-Oriental,1,FALSE,8e-4,6e-4,0.001,8e-4,231,231,232,8e-4,0.0846,231,0.0014,NA,NA,NA,NA,NA,NA,0.2249,0.0012,297,0.2413,0.1892,0,0.4691,0,Bayes-M10-med
Vanga,Kwilu,1,FALSE,8e-4,6e-4,0.001,8e-4,237,237,237,8e-4,0.0819,237,0.0014,NA,NA,NA,NA,NA,NA,0.5034,0.0025,191,0.3726,0.8205,0,0.8205,0,Bayes-M10-med
Bulungu,Kwilu,1,FALSE,8e-4,6e-4,0.001,8e-4,235,235,235,8e-4,0.0833,235,0.0014,NA,NA,NA,NA,NA,NA,0.4508,0.0023,207,0.3571,0.6795,0,0.7664,0,Bayes-M10-med
Mukedi,Kwilu,1,FALSE,8e-4,6e-4,0.001,8e-4,236,236,236,8e-4,0.0824,236,0.0014,NA,NA,NA,NA,NA,NA,0.4836,0.0024,199,0.5367,0.7066,0,0.6911,0,Bayes-M10-med
Kalonda Est,Lomami,1,FALSE,8e-4,6e-4,0.001,8e-4,241,241,242,8e-4,0.0794,241,0.0013,NA,NA,NA,NA,NA,NA,0.3292,0.0016,257,0.5425,0.1506,0,0.6236,0,Bayes-M10-med
Dilala,Lualaba,1,FALSE,8e-4,6e-4,0.001,8e-4,238,238,238,8e-4,0.0815,238,0.0014,NA,NA,NA,NA,NA,NA,0.1347,7e-4,371,0.1506,0.2548,0,0.1332,0,Bayes-M10-med
Pangi,Maniema,1,FALSE,8e-4,6e-4,0.001,8e-4,240,240,241,8e-4,0.0795,240,0.0013,NA,NA,NA,NA,NA,NA,0.3316,0.0016,255,0.6081,0.056,0,0.6622,0,Bayes-M10-med
Bosondjo,Mongala,1,FALSE,8e-4,6e-4,0.001,8e-4,233,231,234,8e-4,0.0842,233,0.0014,NA,NA,NA,NA,NA,NA,0.3489,0.0018,241,0.5618,0.1931,0,0.6409,0,Bayes-M10-med
Ototo,Sankuru,1,FALSE,8e-4,6e-4,0.001,8e-4,234,233,234,8e-4,0.0837,234,0.0014,NA,NA,NA,NA,NA,NA,0.4561,0.0023,204,0.5386,0.3629,0,0.9228,0,Bayes-M10-med
Bwamanda,Sud-Ubangi,1,FALSE,8e-4,6e-4,0.001,7e-4,243,240,245,8e-4,0.0781,243,0.0013,NA,NA,NA,NA,NA,NA,0.4667,0.0022,212,0.4189,0.7394,0,0.7085,0,Bayes-M10-med
Ankoro,Tanganyika,1,FALSE,8e-4,6e-4,0.0011,8e-4,229,228,229,8e-4,0.0869,229,0.0014,NA,NA,NA,NA,NA,NA,0.6047,0.0032,156,0.9266,0.8282,0,0.6641,0,Bayes-M10-med
Monga,Bas-Uele,1,FALSE,7e-4,5e-4,9e-4,7e-4,261,256,263,7e-4,0.07,260,0.0012,NA,NA,NA,NA,NA,NA,0.7336,0.0032,163,0.9826,0.9672,0,0.9846,0,Bayes-M10-med
Kabondo Dianda,Haut-Lomami,1,FALSE,7e-4,6e-4,9e-4,7e-4,253,252,254,7e-4,0.0748,253,0.0012,NA,NA,NA,NA,NA,NA,0.4107,0.0019,237,0.5888,0.5714,0,0.4826,0,Bayes-M10-med
Mukanga,Haut-Lomami,1,FALSE,7e-4,6e-4,9e-4,7e-4,252,250,253,7e-4,0.075,252,0.0012,NA,NA,NA,NA,NA,NA,0.4739,0.0022,215,0.6853,0.6911,0,0.5193,0,Bayes-M10-med
Kanzala,Kasaï,1,FALSE,7e-4,5e-4,9e-4,7e-4,262,259,262,7e-4,0.0699,262,0.0012,NA,NA,NA,NA,NA,NA,0.2046,9e-4,340,0.168,0.3127,0,0.3378,0,Bayes-M10-med
Katende,Kasaï-Central,1,FALSE,7e-4,6e-4,9e-4,7e-4,249,247,250,7e-4,0.0761,249,0.0013,NA,NA,NA,NA,NA,NA,0.5154,0.0024,201,0.6525,0.6486,0,0.7606,0,Bayes-M10-med
Lukonga,Kasaï-Central,1,FALSE,7e-4,6e-4,9e-4,7e-4,254,254,255,7e-4,0.0744,254,0.0012,NA,NA,NA,NA,NA,NA,0.3282,0.0015,263,0.2239,0.6429,0,0.4459,0,Bayes-M10-med
Luambo,Kasaï-Central,1,FALSE,7e-4,6e-4,9e-4,7e-4,246,246,248,7e-4,0.0762,246,0.0013,NA,NA,NA,NA,NA,NA,0.3769,0.0018,247,0.5347,0.5656,0,0.4073,0,Bayes-M10-med
Kenge,Kwango,1,FALSE,7e-4,6e-4,9e-4,7e-4,244,243,244,7e-4,0.0774,244,0.0013,NA,NA,NA,NA,NA,NA,0.5574,0.0026,187,0.6139,0.8127,0,0.8031,0,Bayes-M10-med
Gungu,Kwilu,1,FALSE,7e-4,6e-4,9e-4,7e-4,245,244,246,7e-4,0.0769,245,0.0013,NA,NA,NA,NA,NA,NA,0.4237,0.002,222,0.5058,0.6969,0,0.4923,0,Bayes-M10-med
Kikwit Nord,Kwilu,1,FALSE,7e-4,6e-4,9e-4,7e-4,248,247,248,7e-4,0.0761,247,0.0013,NA,NA,NA,NA,NA,NA,0.2915,0.0014,275,0.1236,0.5405,0,0.5019,0,Bayes-M10-med
Koshibanda,Kwilu,1,FALSE,7e-4,6e-4,9e-4,7e-4,251,251,252,7e-4,0.075,251,0.0012,NA,NA,NA,NA,NA,NA,0.4913,0.0023,210,0.5193,0.6757,0,0.7703,0,Bayes-M10-med
Makota,Lomami,1,FALSE,7e-4,5e-4,9e-4,7e-4,259,258,261,7e-4,0.0702,259,0.0012,NA,NA,NA,NA,NA,NA,0.2587,0.0011,304,0.1023,0.3764,0,0.556,0,Bayes-M10-med
Tunda,Maniema,1,FALSE,7e-4,5e-4,9e-4,7e-4,257,256,260,7e-4,0.0707,257,0.0012,NA,NA,NA,NA,NA,NA,0.459,0.002,224,0.8977,0.0541,0,0.8842,0,Bayes-M10-med
Pimu,Mongala,1,FALSE,7e-4,6e-4,9e-4,7e-4,248,245,253,7e-4,0.0761,248,0.0013,NA,NA,NA,NA,NA,NA,0.4257,0.002,225,0.583,0.3707,0,0.749,0,Bayes-M10-med
Yakoma,Nord-Ubangi,1,FALSE,7e-4,5e-4,9e-4,7e-4,255,249,255,7e-4,0.0736,255,0.0012,NA,NA,NA,NA,NA,NA,0.6641,0.003,172,0.7124,0.9479,0,0.9961,0,Bayes-M10-med
Lomela,Sankuru,1,FALSE,7e-4,5e-4,9e-4,7e-4,260,259,261,7e-4,0.07,261,0.0012,NA,NA,NA,NA,NA,NA,0.4759,0.002,221,0.8456,0.1351,0,0.9228,0,Bayes-M10-med
Wembo Nyama,Sankuru,1,FALSE,7e-4,6e-4,9e-4,7e-4,250,249,251,7e-4,0.0755,250,0.0013,NA,NA,NA,NA,NA,NA,0.4097,0.0019,236,0.5019,0.2143,0,0.9228,0,Bayes-M10-med
Tandala,Sud-Ubangi,1,FALSE,7e-4,5e-4,9e-4,7e-4,258,258,261,7e-4,0.0706,258,0.0012,NA,NA,NA,NA,NA,NA,0.4078,0.0018,246,0.2741,0.527,0,0.8301,0,Bayes-M10-med
Mompono,Tshuapa,1,FALSE,7e-4,5e-4,9e-4,7e-4,256,256,257,7e-4,0.0714,256,0.0012,NA,NA,NA,NA,NA,NA,0.5598,0.0025,198,0.8089,0.6042,0,0.8263,0,Bayes-M10-med
Basankusu,Equateur,1,FALSE,6e-4,4e-4,7e-4,5e-4,283,282,285,6e-4,0.0571,283,9e-4,NA,NA,NA,NA,NA,NA,0.6844,0.0024,202,0.9517,0.8629,0,0.9228,0,Bayes-M10-med
Kambove,Haut-Katanga,1,FALSE,6e-4,4e-4,7e-4,5e-4,281,280,285,6e-4,0.0574,281,0.001,NA,NA,NA,NA,NA,NA,0.306,0.0011,312,0.4247,0.6236,0,0.1757,0,Bayes-M10-med
Kampemba,Haut-Katanga,1,FALSE,6e-4,5e-4,8e-4,6e-4,265,264,266,6e-4,0.0662,266,0.0011,NA,NA,NA,NA,NA,NA,0.0531,2e-4,442,0.0598,0.0367,0,0.1158,0,Bayes-M10-med
Kilwa,Haut-Katanga,1,FALSE,6e-4,5e-4,8e-4,6e-4,269,268,270,6e-4,0.0625,269,0.001,NA,NA,NA,NA,NA,NA,0.3764,0.0014,265,0.749,0.39,0,0.3668,0,Bayes-M10-med
Pweto,Haut-Katanga,1,FALSE,6e-4,5e-4,7e-4,6e-4,275,273,275,6e-4,0.0606,275,0.001,NA,NA,NA,NA,NA,NA,0.3518,0.0013,281,0.7992,0.2587,0,0.3494,0,Bayes-M10-med
Ruashi,Haut-Katanga,1,FALSE,6e-4,4e-4,7e-4,6e-4,277,277,278,6e-4,0.0591,277,0.001,NA,NA,NA,NA,NA,NA,0.0705,3e-4,434,0.0985,0.0637,0,0.1197,0,Bayes-M10-med
Sakania,Haut-Katanga,1,FALSE,6e-4,5e-4,8e-4,6e-4,270,269,271,6e-4,0.0622,270,0.001,NA,NA,NA,NA,NA,NA,0.2775,0.0011,318,0.7375,0.2355,0,0.1371,0,Bayes-M10-med
Ilebo,Kasaï,1,FALSE,6e-4,5e-4,8e-4,6e-4,267,265,267,6e-4,0.0649,267,0.0011,NA,NA,NA,NA,NA,NA,0.3142,0.0013,284,0.2162,0.6139,0,0.4266,0,Bayes-M10-med
Katoka,Kasaï-Central,1,FALSE,6e-4,4e-4,7e-4,5e-4,282,281,287,6e-4,0.0572,282,9e-4,NA,NA,NA,NA,NA,NA,0.2645,9e-4,337,0.1216,0.473,0,0.4633,0,Bayes-M10-med
Tshikula,Kasaï-Central,1,FALSE,6e-4,4e-4,7e-4,6e-4,278,278,279,6e-4,0.0584,278,0.001,NA,NA,NA,NA,NA,NA,0.3296,0.0012,293,0.3919,0.3185,0,0.6081,0,Bayes-M10-med
Tshibala,Kasaï-Central,1,FALSE,6e-4,5e-4,8e-4,6e-4,268,266,268,6e-4,0.0647,268,0.0011,NA,NA,NA,NA,NA,NA,0.4218,0.0017,251,0.4266,0.5772,0,0.6834,0,Bayes-M10-med
Yangala,Kasaï-Central,1,FALSE,6e-4,5e-4,8e-4,6e-4,263,262,265,6e-4,0.0672,263,0.0011,NA,NA,NA,NA,NA,NA,0.348,0.0014,267,0.5927,0.2259,0,0.5734,0,Bayes-M10-med
Ipamu,Kwilu,1,FALSE,6e-4,5e-4,8e-4,6e-4,271,270,272,6e-4,0.0619,271,0.001,NA,NA,NA,NA,NA,NA,0.5454,0.0021,220,0.4903,0.7683,0,0.9228,0,Bayes-M10-med
Kikwit Sud,Kwilu,1,FALSE,6e-4,4e-4,7e-4,6e-4,276,275,276,6e-4,0.06,276,0.001,NA,NA,NA,NA,NA,NA,0.3282,0.0012,288,0.1313,0.7008,0,0.4807,0,Bayes-M10-med
Yasa Bonga,Kwilu,1,FALSE,6e-4,4e-4,7e-4,6e-4,279,279,281,6e-4,0.0582,279,0.001,NA,NA,NA,NA,NA,NA,0.4206,0.0015,262,0.3031,0.5328,0,0.8465,0,Bayes-M10-med
Binga,Mongala,1,FALSE,6e-4,5e-4,8e-4,6e-4,264,264,267,6e-4,0.0664,264,0.0011,NA,NA,NA,NA,NA,NA,0.3306,0.0013,277,0.4749,0.249,0,0.5985,0,Bayes-M10-med
Gbadolite,Nord-Ubangi,1,FALSE,6e-4,4e-4,8e-4,6e-4,273,269,276,6e-4,0.0611,273,0.001,NA,NA,NA,NA,NA,NA,0.5183,0.0019,229,0.7915,0.9653,0,0.3166,0,Bayes-M10-med
Mobayi Mbongo,Nord-Ubangi,1,FALSE,6e-4,4e-4,7e-4,5e-4,284,280,286,6e-4,0.0569,284,9e-4,NA,NA,NA,NA,NA,NA,0.5458,0.0019,235,0.9324,0.8166,0,0.4344,0,Bayes-M10-med
Wapinda,Nord-Ubangi,1,FALSE,6e-4,5e-4,8e-4,6e-4,266,263,271,6e-4,0.0662,265,0.0011,NA,NA,NA,NA,NA,NA,0.6791,0.0028,183,0.9015,0.8398,0,0.9749,0,Bayes-M10-med
Lusambo,Sankuru,1,FALSE,6e-4,5e-4,7e-4,6e-4,274,272,274,6e-4,0.0608,274,0.001,NA,NA,NA,NA,NA,NA,0.4833,0.0018,240,0.6815,0.2992,0,0.9527,0,Bayes-M10-med
Libenge,Sud-Ubangi,1,FALSE,6e-4,4e-4,7e-4,6e-4,280,277,282,6e-4,0.058,280,0.001,NA,NA,NA,NA,NA,NA,0.3818,0.0014,276,0.6293,0.3591,0,0.5386,0,Bayes-M10-med
Befale,Tshuapa,1,FALSE,6e-4,5e-4,7e-4,6e-4,273,272,274,6e-4,0.0611,272,0.001,NA,NA,NA,NA,NA,NA,0.5145,0.0019,230,0.8822,0.4903,0,0.6853,0,Bayes-M10-med
Bolomba,Equateur,1,FALSE,5e-4,4e-4,7e-4,5e-4,290,290,294,5e-4,0.0554,290,9e-4,NA,NA,NA,NA,NA,NA,0.6163,0.0021,218,0.9575,0.8533,0,0.6544,0,Bayes-M10-med
Kapolowe,Haut-Katanga,1,FALSE,5e-4,4e-4,7e-4,5e-4,288,284,289,5e-4,0.0563,288,9e-4,NA,NA,NA,NA,NA,NA,0.3026,0.001,321,0.5579,0.444,0,0.2085,0,Bayes-M10-med
Kisanga,Haut-Katanga,1,FALSE,5e-4,4e-4,7e-4,5e-4,299,298,299,5e-4,0.0536,299,9e-4,NA,NA,NA,NA,NA,NA,0.1081,4e-4,419,0.1293,0.2008,0,0.1023,0,Bayes-M10-med
Kinkondja,Haut-Lomami,1,FALSE,5e-4,4e-4,6e-4,5e-4,305,304,305,5e-4,0.0513,305,9e-4,NA,NA,NA,NA,NA,NA,0.4889,0.0015,260,0.7278,0.6274,0,0.6004,0,Bayes-M10-med
Kakenge,Kasaï,1,FALSE,5e-4,4e-4,6e-4,5e-4,303,302,304,5e-4,0.052,303,9e-4,NA,NA,NA,NA,NA,NA,0.4522,0.0014,266,0.5753,0.4788,0,0.7548,0,Bayes-M10-med
Ndjoko Mpunda,Kasaï,1,FALSE,5e-4,4e-4,7e-4,5e-4,295,290,295,5e-4,0.0548,295,9e-4,NA,NA,NA,NA,NA,NA,0.333,0.0011,300,0.3977,0.2915,0,0.6429,0,Bayes-M10-med
Kamonia,Kasaï,1,FALSE,5e-4,4e-4,7e-4,5e-4,291,287,292,5e-4,0.0553,291,9e-4,NA,NA,NA,NA,NA,NA,0.14,5e-4,406,0.3707,0.11,0,0.0792,0,Bayes-M10-med
Bilomba,Kasaï-Central,1,FALSE,5e-4,4e-4,6e-4,5e-4,308,307,308,5e-4,0.0489,308,8e-4,NA,NA,NA,NA,NA,NA,0.4006,0.0012,290,0.3378,0.4421,0,0.8224,0,Bayes-M10-med
Lubunga (Kasaï-Central),Kasaï-Central,1,FALSE,5e-4,4e-4,6e-4,5e-4,309,309,311,5e-4,0.0484,309,8e-4,NA,NA,NA,NA,NA,NA,0.4599,0.0014,273,0.5637,0.4653,0,0.8108,0,Bayes-M10-med
Muetshi,Kasaï-Central,1,FALSE,5e-4,4e-4,7e-4,5e-4,294,291,294,5e-4,0.0548,294,9e-4,NA,NA,NA,NA,NA,NA,0.4792,0.0016,256,0.6158,0.5386,0,0.7625,0,Bayes-M10-med
Muanda,Kongo-Central,1,FALSE,5e-4,4e-4,6e-4,5e-4,312,311,314,5e-4,0.0472,312,8e-4,NA,NA,NA,NA,NA,NA,0.4093,0.0012,291,0.6371,1,0,0,0,Bayes-M10-med
Matadi,Kongo-Central,1,FALSE,5e-4,4e-4,7e-4,5e-4,296,295,296,5e-4,0.0545,296,9e-4,NA,NA,NA,NA,NA,NA,0.2939,0.001,326,0.1564,0.944,0,0.0753,0,Bayes-M10-med
Kisantu,Kongo-Central,1,FALSE,5e-4,4e-4,6e-4,5e-4,310,310,312,5e-4,0.0478,310,8e-4,NA,NA,NA,NA,NA,NA,0.418,0.0012,286,0.5039,0.9903,0,0.1776,0,Bayes-M10-med
Djuma,Kwilu,1,FALSE,5e-4,4e-4,7e-4,5e-4,298,297,298,5e-4,0.0541,298,9e-4,NA,NA,NA,NA,NA,NA,0.5256,0.0017,248,0.4826,0.7355,0,0.8842,0,Bayes-M10-med
Masi Manimba,Kwilu,1,FALSE,5e-4,4e-4,6e-4,5e-4,301,301,301,5e-4,0.0526,301,9e-4,NA,NA,NA,NA,NA,NA,0.4281,0.0014,272,0.332,0.4961,0,0.8842,0,Bayes-M10-med
Wikong,Lomami,1,FALSE,5e-4,4e-4,6e-4,5e-4,307,306,307,5e-4,0.0491,307,8e-4,NA,NA,NA,NA,NA,NA,0.3663,0.0011,307,0.2529,0.4228,0,0.7896,0,Bayes-M10-med
Kapanga,Lualaba,1,FALSE,5e-4,3e-4,6e-4,4e-4,314,312,316,5e-4,0.0466,314,8e-4,NA,NA,NA,NA,NA,NA,0.4112,0.0012,294,0.8514,0.3938,0,0.3996,0,Bayes-M10-med
Kasaji,Lualaba,1,FALSE,5e-4,4e-4,7e-4,5e-4,292,289,293,5e-4,0.0551,292,9e-4,NA,NA,NA,NA,NA,NA,0.4648,0.0016,258,0.8552,0.4923,0,0.5116,0,Bayes-M10-med
Lualaba,Lualaba,1,FALSE,5e-4,4e-4,7e-4,5e-4,286,283,288,5e-4,0.0564,286,9e-4,NA,NA,NA,NA,NA,NA,0.1404,5e-4,404,0.3552,0.0347,0,0.1718,0,Bayes-M10-med
Boso Manzi,Mongala,1,FALSE,5e-4,4e-4,7e-4,5e-4,293,291,299,5e-4,0.0549,293,9e-4,NA,NA,NA,NA,NA,NA,0.3982,0.0013,278,0.5695,0.2278,0,0.7954,0,Bayes-M10-med
Abuzi,Nord-Ubangi,1,FALSE,5e-4,4e-4,7e-4,5e-4,287,283,293,5e-4,0.0563,287,9e-4,NA,NA,NA,NA,NA,NA,0.7153,0.0025,194,0.9846,0.9054,0,0.971,0,Bayes-M10-med
Bili (Nord-Ubangi),Nord-Ubangi,1,FALSE,5e-4,4e-4,6e-4,5e-4,304,303,305,5e-4,0.0514,304,9e-4,NA,NA,NA,NA,NA,NA,0.7075,0.0022,213,0.9247,0.9189,0,0.9865,0,Bayes-M10-med
Bosobolo,Nord-Ubangi,1,FALSE,5e-4,4e-4,7e-4,5e-4,289,286,292,5e-4,0.0562,289,9e-4,NA,NA,NA,NA,NA,NA,0.7148,0.0025,196,0.9363,0.9459,0,0.9768,0,Bayes-M10-med
Loko,Nord-Ubangi,1,FALSE,5e-4,4e-4,6e-4,5e-4,311,309,313,5e-4,0.0477,311,8e-4,NA,NA,NA,NA,NA,NA,0.6535,0.0019,233,0.9402,0.9266,0,0.7471,0,Bayes-M10-med
Wasolo,Nord-Ubangi,1,FALSE,5e-4,3e-4,6e-4,4e-4,313,309,317,5e-4,0.047,313,8e-4,NA,NA,NA,NA,NA,NA,0.5709,0.0016,253,0.5541,0.7413,0,0.9884,0,Bayes-M10-med
Bena Dibele,Sankuru,1,FALSE,5e-4,4e-4,7e-4,5e-4,297,296,297,5e-4,0.0543,297,9e-4,NA,NA,NA,NA,NA,NA,0.4093,0.0014,274,0.6216,0.1564,0,0.8591,0,Bayes-M10-med
Djalo Ndjeka,Sankuru,1,FALSE,5e-4,4e-4,6e-4,5e-4,300,300,300,5e-4,0.053,300,9e-4,NA,NA,NA,NA,NA,NA,0.3378,0.0011,308,0.3591,0.0695,0,0.9228,0,Bayes-M10-med
Kole,Sankuru,1,FALSE,5e-4,4e-4,6e-4,5e-4,302,302,303,5e-4,0.0522,302,9e-4,NA,NA,NA,NA,NA,NA,0.4802,0.0015,259,0.7761,0.2606,0,0.8842,0,Bayes-M10-med
Bogosenubea,Sud-Ubangi,1,FALSE,5e-4,4e-4,7e-4,5e-4,285,284,288,5e-4,0.0565,285,9e-4,NA,NA,NA,NA,NA,NA,0.4107,0.0014,269,0.4981,0.3031,0,0.8417,0,Bayes-M10-med
Ndage,Sud-Ubangi,1,FALSE,5e-4,4e-4,6e-4,5e-4,306,306,308,5e-4,0.0497,306,8e-4,NA,NA,NA,NA,NA,NA,0.3533,0.0011,313,0.3996,0.2761,0,0.7375,0,Bayes-M10-med
Ingende,Equateur,1,FALSE,4e-4,3e-4,5e-4,4e-4,340,336,345,4e-4,0.0384,340,6e-4,NA,NA,NA,NA,NA,NA,0.596,0.0014,271,0.9208,0.8571,0,0.6062,0,Bayes-M10-med
Likasi,Haut-Katanga,1,FALSE,4e-4,3e-4,5e-4,4e-4,320,319,320,4e-4,0.0445,320,7e-4,NA,NA,NA,NA,NA,NA,0.1728,5e-4,407,0.112,0.4208,0,0.1583,0,Bayes-M10-med
Mufunga Sampwe,Haut-Katanga,1,FALSE,4e-4,3e-4,5e-4,4e-4,324,323,324,4e-4,0.0422,324,7e-4,NA,NA,NA,NA,NA,NA,0.3774,0.001,327,0.8185,0.0888,0,0.6023,0,Bayes-M10-med
Kasenga,Haut-Katanga,1,FALSE,4e-4,3e-4,5e-4,4e-4,338,337,340,4e-4,0.0387,338,6e-4,NA,NA,NA,NA,NA,NA,0.3953,9e-4,334,0.8166,0.6255,0,0.139,0,Bayes-M10-med
Lwamba,Haut-Lomami,1,FALSE,4e-4,3e-4,5e-4,4e-4,325,324,325,4e-4,0.0422,325,7e-4,NA,NA,NA,NA,NA,NA,0.4865,0.0013,283,0.8069,0.6409,0,0.4981,0,Bayes-M10-med
Kayamba,Haut-Lomami,1,FALSE,4e-4,3e-4,5e-4,4e-4,342,340,344,4e-4,0.0383,342,6e-4,NA,NA,NA,NA,NA,NA,0.4276,0.001,322,0.7027,0.4189,0,0.5888,0,Bayes-M10-med
Songa,Haut-Lomami,1,FALSE,4e-4,3e-4,5e-4,4e-4,327,326,328,4e-4,0.0416,327,7e-4,NA,NA,NA,NA,NA,NA,0.473,0.0012,289,0.9344,0.3533,0,0.6042,0,Bayes-M10-med
Dekese,Kasaï,1,FALSE,4e-4,3e-4,5e-4,4e-4,342,341,343,4e-4,0.0384,341,6e-4,NA,NA,NA,NA,NA,NA,0.4633,0.0011,309,0.9189,0.2181,0,0.7162,0,Bayes-M10-med
Mikope,Kasaï,1,FALSE,4e-4,3e-4,5e-4,4e-4,321,320,321,4e-4,0.0442,321,7e-4,NA,NA,NA,NA,NA,NA,0.3996,0.0011,311,0.6776,0.2703,0,0.6506,0,Bayes-M10-med
Mushenge,Kasaï,1,FALSE,4e-4,3e-4,5e-4,4e-4,344,341,345,4e-4,0.0383,344,6e-4,NA,NA,NA,NA,NA,NA,0.3229,8e-4,363,0.5946,0.0656,0,0.6313,0,Bayes-M10-med
Kitangwa,Kasaï,1,FALSE,4e-4,3e-4,5e-4,4e-4,334,334,334,4e-4,0.0395,334,7e-4,NA,NA,NA,NA,NA,NA,0.3287,8e-4,353,0.6332,0.1062,0,0.5753,0,Bayes-M10-med
Mutena,Kasaï,1,FALSE,4e-4,3e-4,4e-4,3e-4,351,351,351,4e-4,0.0365,351,6e-4,NA,NA,NA,NA,NA,NA,0.2336,5e-4,395,0.334,0.0753,0,0.5251,0,Bayes-M10-med
Bunkonde,Kasaï-Central,1,FALSE,4e-4,3e-4,5e-4,4e-4,346,344,347,4e-4,0.0377,346,6e-4,NA,NA,NA,NA,NA,NA,0.3523,8e-4,348,0.4015,0.278,0,0.7297,0,Bayes-M10-med
Lubondaie,Kasaï-Central,1,FALSE,4e-4,3e-4,5e-4,4e-4,322,322,322,4e-4,0.044,322,7e-4,NA,NA,NA,NA,NA,NA,0.3147,8e-4,344,0.3822,0.1583,0,0.7181,0,Bayes-M10-med
Mutoto,Kasaï-Central,1,FALSE,4e-4,3e-4,5e-4,4e-4,348,347,348,4e-4,0.0374,348,6e-4,NA,NA,NA,NA,NA,NA,0.3441,8e-4,357,0.4575,0.361,0,0.5579,0,Bayes-M10-med
Ndesha,Kasaï-Central,1,FALSE,4e-4,3e-4,4e-4,3e-4,352,352,353,4e-4,0.0364,352,6e-4,NA,NA,NA,NA,NA,NA,0.2317,5e-4,397,0.1448,0.3456,0,0.4363,0,Bayes-M10-med
Boma,Kongo-Central,1,FALSE,4e-4,3e-4,4e-4,3e-4,353,352,353,4e-4,0.0363,353,6e-4,NA,NA,NA,NA,NA,NA,0.2901,6e-4,378,0.1467,0.9247,0,0.0888,0,Bayes-M10-med
Lukula,Kongo-Central,1,FALSE,4e-4,3e-4,5e-4,4e-4,339,339,339,4e-4,0.0386,339,6e-4,NA,NA,NA,NA,NA,NA,0.3933,9e-4,335,0.529,0.8745,0,0.1699,0,Bayes-M10-med
Kimpese,Kongo-Central,1,FALSE,4e-4,3e-4,5e-4,4e-4,337,337,338,4e-4,0.0387,337,6e-4,NA,NA,NA,NA,NA,NA,0.4947,0.0012,295,0.7896,0.9768,0,0.2124,0,Bayes-M10-med
Boko,Kwango,1,FALSE,4e-4,3e-4,5e-4,4e-4,349,348,349,4e-4,0.0372,349,6e-4,NA,NA,NA,NA,NA,NA,0.5121,0.0012,296,0.7336,0.61,0,0.7046,0,Bayes-M10-med
Feshi,Kwango,1,FALSE,4e-4,3e-4,5e-4,4e-4,350,349,350,4e-4,0.0371,350,6e-4,NA,NA,NA,NA,NA,NA,0.5082,0.0012,298,0.7317,0.5425,0,0.7587,0,Bayes-M10-med
Bagata,Kwilu,1,FALSE,4e-4,3e-4,5e-4,4e-4,332,331,332,4e-4,0.04,332,7e-4,NA,NA,NA,NA,NA,NA,0.5135,0.0013,282,0.6795,0.695,0,0.6795,0,Bayes-M10-med
Bandundu,Kwilu,1,FALSE,4e-4,3e-4,5e-4,4e-4,329,328,330,4e-4,0.0407,329,7e-4,NA,NA,NA,NA,NA,NA,0.3364,8e-4,345,0.3436,0.751,0,0.251,0,Bayes-M10-med
Kimputu,Kwilu,1,FALSE,4e-4,3e-4,5e-4,4e-4,343,342,343,4e-4,0.0383,343,6e-4,NA,NA,NA,NA,NA,NA,0.5039,0.0012,292,0.4923,0.639,0,0.8842,0,Bayes-M10-med
