health_zone,province,horizon,was_active_before,p_case_invasion,p_case_lo,p_case_hi,p_median,rank_med,rank_lo,rank_hi,mu_forecast,rr_nat,rr_nat_rank,rr01_nat,rr_ituri,rr_ituri_rank,rr_nordkivu,rr_nordkivu_rank,rr_hautuele,rr_hautuele_rank,V,priority,priority_rank,surveillance_gap,healthcare_gap,access_gap,social_vulnerability,healthcare_travel_min,method
Mbanza Ngungu,Kongo-Central,1,FALSE,0.0012,9e-4,0.0015,0.0012,336,335,336,0.0012,0.0964,336,0.0028,NA,NA,NA,NA,NA,NA,0.3711,0.0024,325,0.3205,0.9749,0,0.1892,0,Bayes-M17-med
Bagata,Kwilu,1,FALSE,0.0012,9e-4,0.0015,0.0012,335,334,335,0.0012,0.0969,335,0.0028,NA,NA,NA,NA,NA,NA,0.5135,0.0033,258,0.6795,0.695,0,0.6795,0,Bayes-M17-med
Pay Kongila,Kwilu,1,FALSE,0.0012,9e-4,0.0015,0.0012,333,333,334,0.0012,0.0976,334,0.0028,NA,NA,NA,NA,NA,NA,0.4488,0.0029,285,0.5135,0.6467,0,0.6351,0,Bayes-M17-med
Kapanga,Lualaba,1,FALSE,0.0012,9e-4,0.0015,0.0012,332,332,332,0.0012,0.0979,332,0.0028,NA,NA,NA,NA,NA,NA,0.4112,0.0027,305,0.8514,0.3938,0,0.3996,0,Bayes-M17-med
Inongo,Mai-Ndombe,1,FALSE,0.0012,9e-4,0.0015,0.0012,331,329,336,0.0012,0.0986,331,0.0029,NA,NA,NA,NA,NA,NA,0.4952,0.0033,261,0.7645,0.2934,0,0.9228,0,Bayes-M17-med
Tunda,Maniema,1,FALSE,0.0012,9e-4,0.0015,0.0012,333,329,334,0.0012,0.0978,333,0.0028,NA,NA,NA,NA,NA,NA,0.459,0.003,279,0.8977,0.0541,0,0.8842,0,Bayes-M17-med
Likasi,Haut-Katanga,1,FALSE,0.0011,9e-4,0.0014,0.0011,341,340,341,0.0011,0.093,341,0.0027,NA,NA,NA,NA,NA,NA,0.1728,0.0011,418,0.112,0.4208,0,0.1583,0,Bayes-M17-med
Mufunga Sampwe,Haut-Katanga,1,FALSE,0.0011,8e-4,0.0013,0.001,351,350,352,0.0011,0.0868,351,0.0025,NA,NA,NA,NA,NA,NA,0.3774,0.0022,338,0.8185,0.0888,0,0.6023,0,Bayes-M17-med
Dekese,Kasaï,1,FALSE,0.0011,9e-4,0.0015,0.0011,339,338,341,0.0011,0.094,339,0.0027,NA,NA,NA,NA,NA,NA,0.4633,0.0029,287,0.9189,0.2181,0,0.7162,0,Bayes-M17-med
Kwilu Ngongo,Kongo-Central,1,FALSE,0.0011,8e-4,0.0014,0.0011,348,347,348,0.0011,0.0891,348,0.0026,NA,NA,NA,NA,NA,NA,0.3875,0.0023,331,0.4884,0.8668,0,0.195,0,Bayes-M17-med
Panzi,Kwango,1,FALSE,0.0011,9e-4,0.0014,0.0011,340,339,340,0.0011,0.0935,340,0.0027,NA,NA,NA,NA,NA,NA,0.5236,0.0033,260,0.7548,0.583,0,0.7568,0,Bayes-M17-med
Boko,Kwango,1,FALSE,0.0011,8e-4,0.0014,0.0011,344,343,344,0.0011,0.0912,343,0.0026,NA,NA,NA,NA,NA,NA,0.5121,0.0031,271,0.7336,0.61,0,0.7046,0,Bayes-M17-med
Feshi,Kwango,1,FALSE,0.0011,8e-4,0.0014,0.0011,345,345,345,0.0011,0.0912,345,0.0026,NA,NA,NA,NA,NA,NA,0.5082,0.0031,273,0.7317,0.5425,0,0.7587,0,Bayes-M17-med
Kikongo,Kwilu,1,FALSE,0.0011,8e-4,0.0013,0.001,351,350,351,0.0011,0.0869,350,0.0025,NA,NA,NA,NA,NA,NA,0.5024,0.0029,286,0.6969,0.6023,0,0.7104,0,Bayes-M17-med
Kimputu,Kwilu,1,FALSE,0.0011,8e-4,0.0014,0.0011,342,342,343,0.0011,0.0916,342,0.0027,NA,NA,NA,NA,NA,NA,0.5039,0.0031,275,0.4923,0.639,0,0.8842,0,Bayes-M17-med
Mosango,Kwilu,1,FALSE,0.0011,8e-4,0.0014,0.0011,344,343,346,0.0011,0.0912,344,0.0026,NA,NA,NA,NA,NA,NA,0.515,0.0032,269,0.5463,0.7375,0,0.7761,0,Bayes-M17-med
Wikong,Lomami,1,FALSE,0.0011,8e-4,0.0014,0.0011,349,348,350,0.0011,0.0876,349,0.0025,NA,NA,NA,NA,NA,NA,0.3663,0.0022,342,0.2529,0.4228,0,0.7896,0,Bayes-M17-med
Sandoa,Lualaba,1,FALSE,0.0011,8e-4,0.0014,0.0011,346,346,347,0.0011,0.0908,346,0.0026,NA,NA,NA,NA,NA,NA,0.5536,0.0034,256,0.9421,0.6815,0,0.5907,0,Bayes-M17-med
Bangabola,Sud-Ubangi,1,FALSE,0.0011,8e-4,0.0014,0.0011,347,342,349,0.0011,0.0905,347,0.0026,NA,NA,NA,NA,NA,NA,0.3904,0.0024,327,0.3533,0.3494,0,0.8591,0,Bayes-M17-med
Bikoro,Equateur,1,FALSE,0.001,7e-4,0.0012,0.001,367,363,370,0.001,0.0798,367,0.0023,NA,NA,NA,NA,NA,NA,0.5951,0.0032,267,0.8127,0.8147,0,0.7529,0,Bayes-M17-med
Makanza,Equateur,1,FALSE,0.001,8e-4,0.0013,0.001,360,359,365,0.001,0.0818,360,0.0024,NA,NA,NA,NA,NA,NA,0.639,0.0035,247,0.9537,0.7954,0,0.8069,0,Bayes-M17-med
Wangata,Equateur,1,FALSE,0.001,7e-4,0.0013,0.001,365,361,367,0.001,0.0804,365,0.0023,NA,NA,NA,NA,NA,NA,0.417,0.0023,334,0.2336,0.9865,0,0.4479,0,Bayes-M17-med
Kasenga,Haut-Katanga,1,FALSE,0.001,8e-4,0.0013,0.001,354,353,354,0.001,0.0839,354,0.0024,NA,NA,NA,NA,NA,NA,0.3953,0.0022,336,0.8166,0.6255,0,0.139,0,Bayes-M17-med
Lwamba,Haut-Lomami,1,FALSE,0.001,8e-4,0.0013,0.001,353,352,354,0.001,0.084,353,0.0024,NA,NA,NA,NA,NA,NA,0.4865,0.0027,303,0.8069,0.6409,0,0.4981,0,Bayes-M17-med
Songa,Haut-Lomami,1,FALSE,0.001,7e-4,0.0013,0.001,361,361,363,0.001,0.0815,361,0.0024,NA,NA,NA,NA,NA,NA,0.473,0.0026,311,0.9344,0.3533,0,0.6042,0,Bayes-M17-med
Mushenge,Kasaï,1,FALSE,0.001,7e-4,0.0012,0.001,368,365,368,0.001,0.0798,368,0.0023,NA,NA,NA,NA,NA,NA,0.3229,0.0017,381,0.5946,0.0656,0,0.6313,0,Bayes-M17-med
Kitangwa,Kasaï,1,FALSE,0.001,8e-4,0.0013,0.001,355,354,355,0.001,0.0839,355,0.0024,NA,NA,NA,NA,NA,NA,0.3287,0.0019,365,0.6332,0.1062,0,0.5753,0,Bayes-M17-med
Lubondaie,Kasaï-Central,1,FALSE,0.001,7e-4,0.0012,0.001,366,364,369,0.001,0.0799,366,0.0023,NA,NA,NA,NA,NA,NA,0.3147,0.0017,382,0.3822,0.1583,0,0.7181,0,Bayes-M17-med
Lubunga (Kasaï-Central),Kasaï-Central,1,FALSE,0.001,8e-4,0.0013,0.001,358,355,359,0.001,0.0834,358,0.0024,NA,NA,NA,NA,NA,NA,0.4599,0.0026,312,0.5637,0.4653,0,0.8108,0,Bayes-M17-med
Kahemba,Kwango,1,FALSE,0.001,7e-4,0.0013,0.001,363,362,365,0.001,0.081,363,0.0023,NA,NA,NA,NA,NA,NA,0.5367,0.0029,288,0.8958,0.7278,0,0.5232,0,Bayes-M17-med
Mungindu,Kwilu,1,FALSE,0.001,7e-4,0.0012,0.001,364,362,366,0.001,0.0809,364,0.0023,NA,NA,NA,NA,NA,NA,0.3818,0.0021,347,0.4691,0.5367,0,0.5212,0,Bayes-M17-med
Dilolo,Lualaba,1,FALSE,0.001,8e-4,0.0013,0.001,356,356,358,0.001,0.0837,356,0.0024,NA,NA,NA,NA,NA,NA,0.3663,0.0021,348,0.8398,0.6197,0,0.0058,0,Bayes-M17-med
Kanzenze,Lualaba,1,FALSE,0.001,8e-4,0.0013,0.001,360,359,360,0.001,0.0822,359,0.0024,NA,NA,NA,NA,NA,NA,0.2389,0.0013,406,0.6255,0.1429,0,0.1873,0,Bayes-M17-med
Djalo Ndjeka,Sankuru,1,FALSE,0.001,8e-4,0.0013,0.001,357,356,358,0.001,0.0835,357,0.0024,NA,NA,NA,NA,NA,NA,0.3378,0.0019,360,0.3591,0.0695,0,0.9228,0,Bayes-M17-med
Bominenge,Sud-Ubangi,1,FALSE,0.001,7e-4,0.0013,0.001,362,357,366,0.001,0.0813,362,0.0024,NA,NA,NA,NA,NA,NA,0.3258,0.0018,373,0.2819,0.0985,0,0.9228,0,Bayes-M17-med
Mawuya,Sud-Ubangi,1,FALSE,0.001,8e-4,0.0013,0.001,352,349,357,0.001,0.0864,352,0.0025,NA,NA,NA,NA,NA,NA,0.2654,0.0015,393,0.444,0.2394,0,0.3784,0,Bayes-M17-med
Busanga,Tshuapa,1,FALSE,0.001,7e-4,0.0012,9e-4,369,367,373,0.001,0.0785,369,0.0023,NA,NA,NA,NA,NA,NA,0.4452,0.0023,329,0.6602,0.168,0,0.9527,0,Bayes-M17-med
Mutena,Kasaï,1,FALSE,9e-4,7e-4,0.0012,9e-4,372,371,373,9e-4,0.0775,372,0.0022,NA,NA,NA,NA,NA,NA,0.2336,0.0012,410,0.334,0.0753,0,0.5251,0,Bayes-M17-med
Mutoto,Kasaï-Central,1,FALSE,9e-4,7e-4,0.0011,9e-4,380,379,380,9e-4,0.0708,380,0.0021,NA,NA,NA,NA,NA,NA,0.3441,0.0016,385,0.4575,0.361,0,0.5579,0,Bayes-M17-med
Seke Banza,Kongo-Central,1,FALSE,9e-4,7e-4,0.0012,9e-4,370,369,371,9e-4,0.0781,370,0.0023,NA,NA,NA,NA,NA,NA,0.4513,0.0024,328,0.6351,0.9498,0,0.2201,0,Bayes-M17-med
Massa,Kongo-Central,1,FALSE,9e-4,7e-4,0.0011,9e-4,377,377,377,9e-4,0.0742,377,0.0022,NA,NA,NA,NA,NA,NA,0.4223,0.0021,346,0.668,0.9208,0,0.1004,0,Bayes-M17-med
Kimbao,Kwango,1,FALSE,9e-4,7e-4,0.0012,9e-4,376,375,376,9e-4,0.0746,376,0.0022,NA,NA,NA,NA,NA,NA,0.5743,0.0029,294,0.7201,0.7181,0,0.8591,0,Bayes-M17-med
Popokabaka,Kwango,1,FALSE,9e-4,7e-4,0.0012,9e-4,375,373,375,9e-4,0.0764,375,0.0022,NA,NA,NA,NA,NA,NA,0.5507,0.0028,298,0.7703,0.7876,0,0.6448,0,Bayes-M17-med
Kamiji,Lomami,1,FALSE,9e-4,7e-4,0.0012,9e-4,371,368,374,9e-4,0.0776,371,0.0023,NA,NA,NA,NA,NA,NA,0.2635,0.0014,403,0.3398,0.1293,0,0.5849,0,Bayes-M17-med
Kalamba,Lualaba,1,FALSE,9e-4,7e-4,0.0011,9e-4,379,378,379,9e-4,0.071,379,0.0021,NA,NA,NA,NA,NA,NA,0.4542,0.0022,341,0.8803,0.2375,0,0.6988,0,Bayes-M17-med
Nioki,Mai-Ndombe,1,FALSE,9e-4,6e-4,0.0011,8e-4,381,381,381,9e-4,0.0701,381,0.002,NA,NA,NA,NA,NA,NA,0.389,0.0018,366,0.61,0.3958,0,0.5502,0,Bayes-M17-med
Bongandanga,Mongala,1,FALSE,9e-4,7e-4,0.0012,9e-4,373,371,376,9e-4,0.0766,373,0.0022,NA,NA,NA,NA,NA,NA,0.4228,0.0022,340,0.7587,0.0097,0,0.9228,0,Bayes-M17-med
Pania Mutombo,Sankuru,1,FALSE,9e-4,7e-4,0.0012,9e-4,374,369,378,9e-4,0.0764,374,0.0022,NA,NA,NA,NA,NA,NA,0.4117,0.0021,345,0.7413,0.1236,0,0.7819,0,Bayes-M17-med
Wema,Tshuapa,1,FALSE,9e-4,7e-4,0.0011,9e-4,378,376,380,9e-4,0.0731,378,0.0021,NA,NA,NA,NA,NA,NA,0.4469,0.0022,339,0.8494,0.1332,0,0.805,0,Bayes-M17-med
Djombo,Equateur,1,FALSE,8e-4,6e-4,0.001,8e-4,392,390,394,8e-4,0.0639,392,0.0019,NA,NA,NA,NA,NA,NA,0.6554,0.0028,299,0.917,0.7819,0,0.9228,0,Bayes-M17-med
Kikula,Haut-Katanga,1,FALSE,8e-4,6e-4,0.001,7e-4,395,393,398,8e-4,0.0621,395,0.0018,NA,NA,NA,NA,NA,NA,0.0951,4e-4,453,0.1062,0.1139,0,0.1602,0,Bayes-M17-med
Kafubu,Haut-Katanga,1,FALSE,8e-4,6e-4,0.001,8e-4,387,387,387,8e-4,0.0664,387,0.0019,NA,NA,NA,NA,NA,NA,0.2104,9e-4,429,0.6042,0.0869,0,0.1506,0,Bayes-M17-med
Kayamba,Haut-Lomami,1,FALSE,8e-4,6e-4,0.001,8e-4,386,385,388,8e-4,0.0665,386,0.0019,NA,NA,NA,NA,NA,NA,0.4276,0.0019,359,0.7027,0.4189,0,0.5888,0,Bayes-M17-med
Bulape,Kasaï,1,FALSE,8e-4,6e-4,0.001,8e-4,394,392,394,8e-4,0.0625,394,0.0018,NA,NA,NA,NA,NA,NA,0.4315,0.0018,368,0.7066,0.1853,0,0.834,0,Bayes-M17-med
Nyanga,Kasaï,1,FALSE,8e-4,6e-4,0.001,8e-4,390,389,393,8e-4,0.0642,390,0.0019,NA,NA,NA,NA,NA,NA,0.348,0.0015,396,0.4402,0.3803,0,0.5714,0,Bayes-M17-med
Bunkonde,Kasaï-Central,1,FALSE,8e-4,6e-4,0.0011,8e-4,382,382,382,8e-4,0.0681,382,0.002,NA,NA,NA,NA,NA,NA,0.3523,0.0016,388,0.4015,0.278,0,0.7297,0,Bayes-M17-med
Ndesha,Kasaï-Central,1,FALSE,8e-4,6e-4,0.001,8e-4,388,388,389,8e-4,0.0658,388,0.0019,NA,NA,NA,NA,NA,NA,0.2317,0.001,421,0.1448,0.3456,0,0.4363,0,Bayes-M17-med
Nsona Mpangu,Kongo-Central,1,FALSE,8e-4,6e-4,0.001,8e-4,384,384,384,8e-4,0.0674,384,0.002,NA,NA,NA,NA,NA,NA,0.4165,0.0019,361,0.722,0.7645,0,0.1795,0,Bayes-M17-med
Wamba Lwadi,Kwango,1,FALSE,8e-4,6e-4,0.001,8e-4,383,383,383,8e-4,0.0676,383,0.002,NA,NA,NA,NA,NA,NA,0.5492,0.0025,318,0.6467,0.8185,0,0.7317,0,Bayes-M17-med
Sia,Kwilu,1,FALSE,8e-4,6e-4,0.001,8e-4,385,385,386,8e-4,0.067,385,0.0019,NA,NA,NA,NA,NA,NA,0.3986,0.0018,371,0.4151,0.3822,0,0.7973,0,Bayes-M17-med
Kingandu,Kwilu,1,FALSE,8e-4,6e-4,0.001,8e-4,391,391,392,8e-4,0.0641,391,0.0019,NA,NA,NA,NA,NA,NA,0.4923,0.0021,344,0.7162,0.6583,0,0.5946,0,Bayes-M17-med
Oshwe,Mai-Ndombe,1,FALSE,8e-4,6e-4,0.001,8e-4,389,386,390,8e-4,0.0655,389,0.0019,NA,NA,NA,NA,NA,NA,0.4855,0.0021,343,0.8764,0.3301,0,0.7355,0,Bayes-M17-med
Zongo,Sud-Ubangi,1,FALSE,8e-4,6e-4,0.001,8e-4,393,390,395,8e-4,0.0638,393,0.0019,NA,NA,NA,NA,NA,NA,0.2418,0.001,420,0.278,0.4131,0,0.2761,0,Bayes-M17-med
Iboko,Equateur,1,FALSE,7e-4,6e-4,0.001,7e-4,397,395,402,7e-4,0.0613,397,0.0018,NA,NA,NA,NA,NA,NA,0.612,0.0025,317,0.8282,0.7915,0,0.8282,0,Bayes-M17-med
Lotumbe,Equateur,1,FALSE,7e-4,5e-4,9e-4,7e-4,405,404,408,7e-4,0.0591,405,0.0017,NA,NA,NA,NA,NA,NA,0.5816,0.0023,333,0.9691,0.7085,0,0.6486,0,Bayes-M17-med
Mitwaba,Haut-Katanga,1,FALSE,7e-4,6e-4,9e-4,7e-4,400,397,402,7e-4,0.061,400,0.0018,NA,NA,NA,NA,NA,NA,0.3528,0.0014,397,0.8012,0.0618,0,0.5483,0,Bayes-M17-med
Panda,Haut-Katanga,1,FALSE,7e-4,5e-4,9e-4,7e-4,412,411,413,7e-4,0.0564,412,0.0016,NA,NA,NA,NA,NA,NA,0.2027,8e-4,438,0.1622,0.4826,0,0.166,0,Bayes-M17-med
Kenya,Haut-Katanga,1,FALSE,7e-4,5e-4,8e-4,7e-4,416,415,417,7e-4,0.0546,416,0.0016,NA,NA,NA,NA,NA,NA,0.0569,2e-4,459,0.11,0.0116,0,0.1062,0,Bayes-M17-med
Lukafu,Haut-Katanga,1,FALSE,7e-4,5e-4,9e-4,7e-4,409,407,409,7e-4,0.0582,409,0.0017,NA,NA,NA,NA,NA,NA,0.4015,0.0016,391,0.888,0.3243,0,0.3938,0,Bayes-M17-med
Bena Tshadi,Kasaï-Central,1,FALSE,7e-4,6e-4,0.001,7e-4,396,396,397,7e-4,0.0618,396,0.0018,NA,NA,NA,NA,NA,NA,0.472,0.002,354,0.6699,0.3784,0,0.8398,0,Bayes-M17-med
Kalomba,Kasaï-Central,1,FALSE,7e-4,5e-4,9e-4,7e-4,404,401,405,7e-4,0.0596,404,0.0017,NA,NA,NA,NA,NA,NA,0.2944,0.0012,412,0.3166,0.1467,0,0.7143,0,Bayes-M17-med
Kangu,Kongo-Central,1,FALSE,7e-4,6e-4,9e-4,7e-4,401,399,402,7e-4,0.0608,401,0.0018,NA,NA,NA,NA,NA,NA,0.3528,0.0014,398,0.3803,0.8822,0,0.1486,0,Bayes-M17-med
Inga,Kongo-Central,1,FALSE,7e-4,5e-4,8e-4,7e-4,417,416,417,7e-4,0.0545,417,0.0016,NA,NA,NA,NA,NA,NA,0.3847,0.0014,400,0.5212,0.8243,0,0.1931,0,Bayes-M17-med
Gombe Matadi,Kongo-Central,1,FALSE,7e-4,5e-4,9e-4,7e-4,415,414,415,7e-4,0.0554,415,0.0016,NA,NA,NA,NA,NA,NA,0.4151,0.0015,392,0.6911,0.7857,0,0.1834,0,Bayes-M17-med
Ngidinga,Kongo-Central,1,FALSE,7e-4,5e-4,9e-4,7e-4,407,406,407,7e-4,0.0586,407,0.0017,NA,NA,NA,NA,NA,NA,0.4488,0.0018,374,0.6544,0.7432,0,0.3977,0,Bayes-M17-med
Kasongo Lunda,Kwango,1,FALSE,7e-4,6e-4,9e-4,7e-4,398,398,400,7e-4,0.0612,398,0.0018,NA,NA,NA,NA,NA,NA,0.3441,0.0014,399,0.6274,0.5946,0,0.1544,0,Bayes-M17-med
Moanza,Kwilu,1,FALSE,7e-4,5e-4,9e-4,7e-4,411,410,412,7e-4,0.0568,411,0.0016,NA,NA,NA,NA,NA,NA,0.52,0.002,353,0.5985,0.529,0,0.9527,0,Bayes-M17-med
Kafakumba,Lualaba,1,FALSE,7e-4,5e-4,9e-4,7e-4,406,405,408,7e-4,0.0587,406,0.0017,NA,NA,NA,NA,NA,NA,0.4648,0.0018,367,0.8687,0.2027,0,0.7876,0,Bayes-M17-med
Lubudi,Lualaba,1,FALSE,7e-4,5e-4,9e-4,7e-4,414,413,414,7e-4,0.0556,414,0.0016,NA,NA,NA,NA,NA,NA,0.4667,0.0017,379,0.9151,0.4614,0,0.4903,0,Bayes-M17-med
Banzow Moke,Mai-Ndombe,1,FALSE,7e-4,5e-4,9e-4,7e-4,410,410,412,7e-4,0.0572,410,0.0017,NA,NA,NA,NA,NA,NA,0.5236,0.002,350,0.6892,0.5212,0,0.8842,0,Bayes-M17-med
Kiri,Mai-Ndombe,1,FALSE,7e-4,5e-4,9e-4,7e-4,408,406,409,7e-4,0.0582,408,0.0017,NA,NA,NA,NA,NA,NA,0.5685,0.0022,337,0.8745,0.4768,0,0.9228,0,Bayes-M17-med
Kwamouth,Mai-Ndombe,1,FALSE,7e-4,6e-4,9e-4,7e-4,403,400,403,7e-4,0.0604,403,0.0018,NA,NA,NA,NA,NA,NA,0.43,0.0017,378,0.8707,0.417,0,0.4324,0,Bayes-M17-med
Mushie,Mai-Ndombe,1,FALSE,7e-4,5e-4,9e-4,7e-4,402,399,403,7e-4,0.0606,402,0.0018,NA,NA,NA,NA,NA,NA,0.4291,0.0017,377,0.7394,0.3649,0,0.612,0,Bayes-M17-med
Tshudi Loto,Sankuru,1,FALSE,7e-4,6e-4,0.001,7e-4,399,396,403,7e-4,0.0611,399,0.0018,NA,NA,NA,NA,NA,NA,0.4237,0.0017,380,0.7683,0.0039,0,0.9228,0,Bayes-M17-med
Mbaya,Sud-Ubangi,1,FALSE,7e-4,5e-4,9e-4,7e-4,413,411,417,7e-4,0.0558,413,0.0016,NA,NA,NA,NA,NA,NA,0.3142,0.0012,413,0.3514,0.2239,0,0.6815,0,Bayes-M17-med
Lukolela,Equateur,1,FALSE,6e-4,5e-4,8e-4,6e-4,422,421,423,6e-4,0.0513,422,0.0015,NA,NA,NA,NA,NA,NA,0.5787,0.002,352,0.944,0.9151,0,0.4556,0,Bayes-M17-med
Monieka,Equateur,1,FALSE,6e-4,4e-4,8e-4,6e-4,425,424,427,6e-4,0.0486,425,0.0014,NA,NA,NA,NA,NA,NA,0.596,0.0019,356,0.9768,0.7336,0,0.6737,0,Bayes-M17-med
Butumba,Haut-Lomami,1,FALSE,6e-4,4e-4,7e-4,6e-4,429,428,429,6e-4,0.0456,429,0.0013,NA,NA,NA,NA,NA,NA,0.4595,0.0014,401,0.7973,0.4151,0,0.6255,0,Bayes-M17-med
Banga Lubaka,Kasaï,1,FALSE,6e-4,4e-4,7e-4,6e-4,426,425,428,6e-4,0.0474,426,0.0014,NA,NA,NA,NA,NA,NA,0.3205,0.001,422,0.5174,0.0444,0,0.7201,0,Bayes-M17-med
Luozi,Kongo-Central,1,FALSE,6e-4,5e-4,8e-4,6e-4,423,422,423,6e-4,0.0511,423,0.0015,NA,NA,NA,NA,NA,NA,0.5241,0.0018,370,0.7355,0.8861,0,0.4749,0,Bayes-M17-med
Kimvula,Kongo-Central,1,FALSE,6e-4,4e-4,7e-4,6e-4,427,426,427,6e-4,0.0474,427,0.0014,NA,NA,NA,NA,NA,NA,0.569,0.0018,369,0.8629,0.8784,0,0.5347,0,Bayes-M17-med
Kisanji,Kwango,1,FALSE,6e-4,5e-4,8e-4,6e-4,424,424,425,6e-4,0.0495,424,0.0014,NA,NA,NA,NA,NA,NA,0.5574,0.0019,364,0.8417,0.6544,0,0.7336,0,Bayes-M17-med
Ntandembelo,Mai-Ndombe,1,FALSE,6e-4,5e-4,8e-4,6e-4,418,418,418,6e-4,0.0525,418,0.0015,NA,NA,NA,NA,NA,NA,0.4595,0.0016,387,0.6023,0.4633,0,0.7722,0,Bayes-M17-med
Pendjwa,Mai-Ndombe,1,FALSE,6e-4,4e-4,7e-4,6e-4,428,426,429,6e-4,0.0467,428,0.0014,NA,NA,NA,NA,NA,NA,0.4319,0.0014,404,0.7008,0.2124,0,0.8147,0,Bayes-M17-med
Yumbi,Mai-Ndombe,1,FALSE,6e-4,5e-4,8e-4,6e-4,419,419,419,6e-4,0.0524,419,0.0015,NA,NA,NA,NA,NA,NA,0.2741,0.001,427,0.4131,0.4015,0,0.2819,0,Bayes-M17-med
Bolobo,Mai-Ndombe,1,FALSE,6e-4,5e-4,8e-4,6e-4,420,420,421,6e-4,0.0521,420,0.0015,NA,NA,NA,NA,NA,NA,0.3388,0.0012,411,0.6313,0.4981,0,0.2259,0,Bayes-M17-med
Bosobe,Mai-Ndombe,1,FALSE,6e-4,5e-4,8e-4,6e-4,421,420,422,6e-4,0.0515,421,0.0015,NA,NA,NA,NA,NA,NA,0.4406,0.0015,394,0.4942,0.4093,0,0.8591,0,Bayes-M17-med
Bomongo,Equateur,1,FALSE,5e-4,4e-4,7e-4,5e-4,433,432,433,5e-4,0.0423,433,0.0012,NA,NA,NA,NA,NA,NA,0.5907,0.0017,384,0.9788,0.8475,0,0.5367,0,Bayes-M17-med
Kizu,Kongo-Central,1,FALSE,5e-4,4e-4,6e-4,5e-4,434,434,434,5e-4,0.0402,434,0.0012,NA,NA,NA,NA,NA,NA,0.3113,8e-4,435,0.2973,0.8707,0,0.0772,0,Bayes-M17-med
Tshela,Kongo-Central,1,FALSE,5e-4,4e-4,6e-4,5e-4,437,437,437,5e-4,0.0383,437,0.0011,NA,NA,NA,NA,NA,NA,0.3282,8e-4,434,0.417,0.888,0,0.0077,0,Bayes-M17-med
Mangembo,Kongo-Central,1,FALSE,5e-4,4e-4,6e-4,5e-4,435,435,435,5e-4,0.0386,435,0.0011,NA,NA,NA,NA,NA,NA,0.3726,0.001,426,0.5598,0.6641,0,0.2664,0,Bayes-M17-med
Nzanza,Kongo-Central,1,FALSE,5e-4,4e-4,7e-4,5e-4,430,430,430,5e-4,0.0449,430,0.0013,NA,NA,NA,NA,NA,NA,0.2172,7e-4,445,0.0888,0.6892,0,0.0907,0,Bayes-M17-med
Kimpangu,Kongo-Central,1,FALSE,5e-4,4e-4,7e-4,5e-4,432,432,433,5e-4,0.0424,432,0.0012,NA,NA,NA,NA,NA,NA,0.4488,0.0013,408,0.7085,0.9344,0,0.1525,0,Bayes-M17-med
Nselo,Kongo-Central,1,FALSE,5e-4,3e-4,6e-4,5e-4,439,439,439,5e-4,0.0377,439,0.0011,NA,NA,NA,NA,NA,NA,0.374,9e-4,428,0.6564,0.5347,0,0.305,0,Bayes-M17-med
Kajiji,Kwango,1,FALSE,5e-4,3e-4,6e-4,5e-4,438,438,438,5e-4,0.0378,438,0.0011,NA,NA,NA,NA,NA,NA,0.3533,9e-4,431,0.7934,0.1544,0,0.4653,0,Bayes-M17-med
Kitenda,Kwango,1,FALSE,5e-4,4e-4,6e-4,5e-4,436,436,436,5e-4,0.0384,436,0.0011,NA,NA,NA,NA,NA,NA,0.376,0.001,425,0.6641,0.4247,0,0.4151,0,Bayes-M17-med
Mwela Lembwa,Kwango,1,FALSE,5e-4,4e-4,7e-4,5e-4,431,431,431,5e-4,0.0441,431,0.0013,NA,NA,NA,NA,NA,NA,0.4397,0.0013,407,0.6506,0.3224,0,0.7857,0,Bayes-M17-med
Bolenge,Equateur,1,FALSE,4e-4,3e-4,5e-4,4e-4,451,449,451,4e-4,0.0302,451,9e-4,NA,NA,NA,NA,NA,NA,0.5391,0.0011,415,0.7954,0.8514,0,0.5097,0,Bayes-M17-med
Kilela Balanda,Haut-Katanga,1,FALSE,4e-4,3e-4,5e-4,4e-4,449,449,450,4e-4,0.0307,449,9e-4,NA,NA,NA,NA,NA,NA,0.3132,6e-4,446,0.9228,0.0927,0,0.2375,0,Bayes-M17-med
Kashobwe,Haut-Katanga,1,FALSE,4e-4,3e-4,5e-4,4e-4,446,446,446,4e-4,0.0332,446,0.001,NA,NA,NA,NA,NA,NA,0.3243,7e-4,442,0.805,0.3012,0,0.1911,0,Bayes-M17-med
Katuba,Haut-Katanga,1,FALSE,4e-4,3e-4,6e-4,4e-4,442,442,443,4e-4,0.0358,442,0.001,NA,NA,NA,NA,NA,NA,0.0463,1e-4,462,0.0502,0.0309,0,0.1042,0,Bayes-M17-med
Baka,Haut-Lomami,1,FALSE,4e-4,3e-4,5e-4,4e-4,444,442,445,4e-4,0.0344,444,0.001,NA,NA,NA,NA,NA,NA,0.4319,0.001,423,0.4344,0.8919,0,0.4015,0,Bayes-M17-med
Kinda,Haut-Lomami,1,FALSE,4e-4,3e-4,6e-4,4e-4,441,441,441,4e-4,0.0362,441,0.001,NA,NA,NA,NA,NA,NA,0.5077,0.0012,409,0.9884,0.4266,0,0.6158,0,Bayes-M17-med
